Plant code;Latijnse naam;Nederlandse naam;Oorsprong;Familie;Groep;Bloemkleur;Bloemkleurdetail;Bladkleur;Bloeimaand;Hoogte;Hoogtedetail;Habitat - licht;Habitat - grondsoort;Habitat - pH;Habitat - vochtigheid;Bijenvriendelijkheid;Bijenvriendelijkheidsdetail;Referenties;Foto's;Cultivars
PL0399;Heracleum sphondylium;Gewone bereklauw;;Apiaceae;;wit;;;6,7,8;;0,5-2 m;zon;zand;kalk;droog;nectar- en pollenleverancier;101-200 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_20929957.jpg;
PL0400;Hesperis matronalis;;;Brassicaceae;;;;;5,6,7;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0401;Heuchera brizoides;Purperklokje;;Saxifragaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Heuchera brizoides 'Pluie de Feu',Heuchera brizoides 'Schneewittchen'
PL0402;Heuchera micrantha;Purperklokje;;Saxifragaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Heuchera micrantha 'Palace Purple'
PL0403;Hibiscus syriacus;Altheastruik;;Malvaceae;;wit,roze,blauw;;;8,9,10;;2-3 m;zon;zand;zuur;droog;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Hibiscus syriacus 'Azurri',Hibiscus syriacus 'China Chiffon',Hibiscus syriacus 'Cielo',Hibiscus syriacus 'Diana',Hibiscus syriacus 'Duc de Brabant',Hibiscus syriacus 'Eleonore',Hibiscus syriacus 'Hamabo',Hibiscus syriacus 'Lavender Chiffon',Hibiscus syriacus 'Leopoldii',Hibiscus syriacus 'Mathilde',Hibiscus syriacus 'Mathilde',Hibiscus syriacus 'Melwhite',Hibiscus syriacus 'Oiseau Bleu',Hibiscus syriacus 'Pink Chiffon',Hibiscus syriacus 'Red Heart',Hibiscus syriacus 'Rosso',Hibiscus syriacus 'Russian Violet',Hibiscus syriacus 'Ultramarine' (r),Hibiscus syriacus 'White Chiffon',Hibiscus syriacus 'Woodbridge'
PL0404;Hieracium umbellatum;;;Asteraceae;;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0405;Hippocrepis comosa;;;;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0406;Hippophae rhamnoides;Duindoorn;;;;geel,groen;geelgroen;;4,5,6;;1-4 m;;zand;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_80735452.jpg;Hippophae rhamnoides 'Hergo',Hippophae rhamnoides 'Leikora',Hippophae rhamnoides 'Pollmix'
PL0407;Hyacinthoides non-scriptia;Wilde hyacint;;Asparagaceae;;paars,wit;violet;;4,5;;0,2-0,3 m;zon;zand;;droog;;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0408;Hyacinthus orientalis;Hyacint;;Asparagaceae;;wit,paars;;;3,4,5;;0,15-0,25 m;;leem;;;;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0409;Hydrangea anomala subsp. petiolaris;Hortensia;;Hydrangeaceae;Heesters;wit;;;6,7;;400 cm;halfschaduw,schaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0410;Hydrangea arborescens;Hortensia;;Hydrangeaceae;Heesters;wit;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hydrangea arborescens 'Annabelle',Hydrangea arborescens 'Grandiflora',Hydrangea arborescens 'Hills of Snow',Hydrangea arborescens 'Incrediball',Hydrangea arborescens 'Invincibelle'
PL0411;Hydrangea aspera;Hortensia;;Hydrangeaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hydrangea aspera 'Hot Chocolat' (r),Hydrangea aspera 'Macrophylla',Hydrangea aspera subsp. sargentiana
PL0412;Hydrangea macrophylla;Hortensia;;Hydrangeaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hydrangea macrophylla 'Alpengluhen',Hydrangea macrophylla 'Amsterdam',Hydrangea macrophylla 'Ayesha',Hydrangea macrophylla 'Blauer Prinz',Hydrangea macrophylla 'Blaumeise',Hydrangea macrophylla 'Blueberry Cheesecake' (r),Hydrangea macrophylla 'Bodensee',Hydrangea macrophylla 'Bouquet Rose',Hydrangea macrophylla 'Camino',Hydrangea macrophylla 'Charme',Hydrangea macrophylla 'Cote d'Azur',Hydrangea macrophylla 'Early Blue',Hydrangea macrophylla 'Eisvogel',Hydrangea macrophylla 'Endless Summer The Bride' (r),Hydrangea macrophylla 'Endless Summer The Original' (r),Hydrangea macrophylla 'Expression' (r),Hydrangea macrophylla 'Forever Pink',Hydrangea macrophylla 'GÇn. Vicomtesse de Vibraye',Hydrangea macrophylla 'Gertrud Glahn',Hydrangea macrophylla 'Green Shadow' (r),Hydrangea macrophylla 'Hamburg',Hydrangea macrophylla 'Hobella' (r),Hydrangea macrophylla 'Hobergine' (r),Hydrangea macrophylla 'Hopcorn' (r),Hydrangea macrophylla 'Hot Red',Hydrangea macrophylla 'Hot Red Violet',Hydrangea macrophylla 'Kardinal',Hydrangea macrophylla 'King George V',Hydrangea macrophylla 'Koria',Hydrangea macrophylla 'Lanarth White',Hydrangea macrophylla 'Leuchtfeuer',Hydrangea macrophylla 'Libelle',Hydrangea macrophylla 'Love you Kiss' (r),Hydrangea macrophylla 'Magical Amethyst',Hydrangea macrophylla 'Magical Noblesse',Hydrangea macrophylla 'Magical Revolution',Hydrangea macrophylla 'Mariesii Grandiflora',Hydrangea macrophylla 'Mariesii Perfecta',Hydrangea macrophylla 'Masja',Hydrangea macrophylla 'Merveille Sanguinea',Hydrangea macrophylla 'Mirai',Hydrangea macrophylla 'Mme E. Mouilläre',Hydrangea macrophylla 'Nikko Blue',Hydrangea macrophylla 'Pia',Hydrangea macrophylla 'Red Beauty Violet',Hydrangea macrophylla 'Renate Steiniger',Hydrangea macrophylla 'Romance',Hydrangea macrophylla 'Rotkehlchen',Hydrangea macrophylla 'Royal Red',Hydrangea macrophylla 'Schneeball',Hydrangea macrophylla 'Schîne Bautznerin',Hydrangea macrophylla 'Selma',Hydrangea macrophylla 'Soeur ThÇräse',Hydrangea macrophylla 'Taube',Hydrangea macrophylla 'Tiffany Pink',Hydrangea macrophylla 'Xian',Hydrangea macrophylla 'Zaunkoenig'
PL0413;Hydrangea paniculata;Hortensia;;Hydrangeaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hydrangea paniculata 'Bobo' (r),Hydrangea paniculata 'Bombshell' (r),Hydrangea paniculata 'Butterfly' (r),Hydrangea paniculata 'Candlelight' (r),Hydrangea paniculata 'Dart's Little Dot' (r),Hydrangea paniculata 'Diamant Rouge' (r),Hydrangea paniculata 'Diamantino',Hydrangea paniculata 'Grandiflora',Hydrangea paniculata 'Kyushu',Hydrangea paniculata 'Le Vasterival',Hydrangea paniculata 'Levana',Hydrangea paniculata 'Limelight',Hydrangea paniculata 'Little Lime' (r),Hydrangea paniculata 'Mega Mindy' (r),Hydrangea paniculata 'Phantom',Hydrangea paniculata 'Pink Diamond',Hydrangea paniculata 'Pinky Winky' (r),Hydrangea paniculata 'Polar Bear' (r),Hydrangea paniculata 'Praecox',Hydrangea paniculata 'Silver Dollar',Hydrangea paniculata 'Starlight',Hydrangea paniculata 'Sundae Fraise' (r),Hydrangea paniculata 'Tardiva',Hydrangea paniculata 'Unique',Hydrangea paniculata 'Vanille-Fraise' (r),Hydrangea paniculata 'White Lady',Hydrangea paniculata 'Wim's Red' (r)
PL0414;Hydrangea petiolaris;Hortensia;;Hydrangeaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0415;Hydrangea quercifolia;Hortensia;;Hydrangeaceae;Heesters;wit;;;6,7,8,9;;150 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hydrangea quercifolia 'Alice',Hydrangea quercifolia 'Applause',Hydrangea quercifolia 'Black Porch',Hydrangea quercifolia 'Ice Crystal' (r),Hydrangea quercifolia 'Snow Queen',Hydrangea quercifolia 'Snowflake'
PL0416;Hydrangea serrata;Hortensia;;Hydrangeaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hydrangea serrata 'Bluebird',Hydrangea serrata 'Intermedia',Hydrangea serrata 'Preziosa',Hydrangea serrata 'Spreading Beauty'
PL0417;Hyoscyamus niger;;;Solanaceae;;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0418;Hypericum calycinum;Hertshooi;;Hypericaceae;Vaste planten;geel;;;7,8,9;;25 cm;zon,halfschaduw;klei;kalk;gemiddeld;nectar- en pollenleverancier;1-25 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0419;Hypericum densiflorum;Hertshooi;;Hypericaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hypericum densiflorum 'Buttercup'
PL0420;Hypericum dummeri;Hertshooi;;Hypericaceae;heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hypericum dummeri 'Peter Dummer'
PL0421;Hypericum hircinum;;;Hypericaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0422;Hypericum inodorum;Hertshooi;;Hypericaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Hypericum inodorum 'Magical Red Star' (r),Hypericum inodorum 'White Lion',Hypericum inodorum 'Yellow Lion'
PL0423;Hypericum moserianum;Hertshooi;;Hypericaceae;Heesters;geel;;;8,9;;100 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0424;Hypochaeris radicata;;;Asteraceae;Vaste planten;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0425;Hyssopus officinalis;Hyssop;;Lamiaceae;Kruiden;blauw;;;6,7,8,9;;50 cm;zon,halfschaduw;leem,kalk;neutraal;gemiddeld;nectarleverancier;51-100 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_36506512.jpg;Hyssopus officinalis subsp. aristatus
PL0426;Iberis sempervirens;Scheefkelk;uitheems;Brassicaceae;Vaste planten;wit;;;4,5,6;21-50cm;20 - 30 cm;zon,halfschaduw;klei,leem;;droog,gemiddeld;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_3052150.jpg;Iberis sempervirens 'Fischbeck',Iberis sempervirens 'Schneeflocke'
PL0427;Ilex aquifolium;Hulst;;Aquifoliaceae;Heesters;;;;5,6;;500 cm;zon,halfschaduw;;kalk;vochthoudend;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Ilex aquifolium ?Pyramidalis?,Ilex aquifolium 'Alaska',Ilex aquifolium 'Handsworth New Silver',Ilex aquifolium 'J.C. van Tol',Ilex aquifolium 'Rubricaulis Aurea'
PL0428;Ilex glabra;Hulst;;Aquifoliaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0429;Ilex opaca;Hulst;;Aquifoliaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0430;Impatiens glandulifera;Reuzenbalsemien;;Balsaminaceae;;paars,rood;puperrood;;7,8,9,10;;1-2,5 m;zon;;;;;26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0431;Impatiens parviflora;Klein springzaad;;Balsaminaceae;;geel;bleekgeel;;5,6,7,8;;0,2-0,6 m;;zand,leem;neutraal;droog,gemiddeld;;26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0432;Jasione montana;Zandblauwtje;;;;blauw;;;6,7,8,9;;0,1-0,35 m;zon;leem;neutraal;vochthoudend;nectar- en pollenleverancier;51-100 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0433;Juglans regia;Walnoot;;;Bomen;groen;;;5,6;;20-25 m;;leem,kalk;;;;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Juglans regia 'Bijou',Juglans regia 'Broadview',Juglans regia 'Buccaneer',Juglans regia 'Fernor',Juglans regia 'Franquette',Juglans regia 'Lara',Juglans regia 'Nr¯ 16',Juglans regia 'Parisienne'
PL0434;Kalmia angustifolia;;;Ericaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Kalmia angustifolia 'Rubra'
PL0435;Kalmia latifolia;;;Ericaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0436;Knautia arvensis;Beemdkroon;;Dipsacaceae;;paars,roze;paarsroze;;6,7,8,9;;0,3-0,8 m;;zand;kalk;vochthoudend;;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_35170570.jpg;
PL0437;Knautia macedonica;Beemdkroon;;Dipsacaceae;Vaste planten;rood;;;7,8,9;;70 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0438;Kniphofia uvaria;Vuurpijl;;;;rood,geel;;;8,9;;1,25 m;halfschaduw;zand;kalk;gemiddeld;;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Kniphofia uvaria 'Grandiflora'
PL0439;Koelreuteria paniculata;Zeepboom;;Sapindaceae;Bomen;;;;7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0440;Laburnum anagyroides;Goudenregen;;;Bomen;geel;;;5,6;;3-7 m;zon;zand,leem;kalk;gemiddeld;nectarleverancier;201-500 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_52670428.jpg;
PL0441;Laburnum watereri;Gouden regen;;;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Laburnum watereri 'Vossii'
PL0442;Lamiastrum galeobdolon;siernetel;;;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lamiastrum galeobdolon 'Herman's Pride'
PL0443;Lamium album;Witte dovenetel;;Lamiaceae;Vaste planten;wit;roomwit;;4,5,6,7,8,9,10;;0,2-0,6 m;;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_56332525.jpg;
PL0444;Lamium maculatum;dovenetel;;Lamiaceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lamium maculatum 'Beacon Silver',Lamium maculatum 'White Nancy'
PL0445;Lamium orvala;Dovenetel;;Lamiaceae;Vaste planten;rood,bruin;roodbruin;;5,6;;60 cm;halfschaduw,schaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0446;Lamium purpureum;Paarse dovenetel;;Lamiaceae;;rood,paars;roodpaars;;3,4,5,6,7,8,9;;0,1-0,4 m;;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_52770790.jpg;
PL0447;Lapsana communis;;;Asteraceae;;;;;7,8,9,10;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0448;Larrea tridentata;;;Zygophyllaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0449;Lathyrus odoratus;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0450;Lathyrus pratensis;Veldlathyrus;;Fabaceae;;geel;heldergeel;;6,7,8;;0,3-1,2 m;;;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0451;Lathyrus sylvestris;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lathyrus sylvestris 'Wagneri'
PL0452;Lathyrus tuberosus;;;Fabaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0453;Lavandula angustifolia;Lavendel;;Lamiaceae;Vaste planten;blauw,paars;blauwlila;;6,7,8;;0,8-1 m;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Lavandula angustifolia 'Alba',Lavandula angustifolia 'Aromatico (r) Blue',Lavandula angustifolia 'Blue Cushion' (r),Lavandula angustifolia 'Bowles Variety',Lavandula angustifolia 'Dwarf Blue',Lavandula angustifolia 'Edelweiss',Lavandula angustifolia 'Grosso',Lavandula angustifolia 'Hidcote',Lavandula angustifolia 'Imperial Gem',Lavandula angustifolia 'Loddon Pink',Lavandula angustifolia 'Middachten',Lavandula angustifolia 'Munstead',Lavandula angustifolia 'Nana Alba',Lavandula angustifolia 'Richard Gray',Lavandula angustifolia 'Rosea',Lavandula angustifolia 'Silber Dwarf'
PL0454;Lavendula dentata;Lavendel;;Lamiaceae;Vaste planten;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Lavandula dentata 'Royal Crown'
PL0455;Lavandula heterophylla;Lavendel;;Lamiaceae;Vaste planten;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0456;Lavandula stoechas;Lavendel;;Lamiaceae;Vaste planten;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Lavandula stoechas 'Papillon'
PL0457;Layia platyglossa;;;Asteraceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0458;Leontodon autumnalis;Vertakte leeuwetand;;Asteraceae;Vaste planten;geel;;;6,7,8,9,10;;0,1-0,45 m;;;;;nectar- en pollenleverancier;1-25 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0459;Leonurus cardiaca;;;Lamiaceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0460;Lepechinia fragrans;;;Lamiaceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0461;Leucanthemum vulgare;Chrysanthemum;;Asteraceae;Vaste planten;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0462;Leucojum aestivum;;;Alliaceae;Vaste planten;;;;3,4,5;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0463;Leucojum vernum;Lenteklokje;;Alliaceae;Vaste planten;wit;;;2,3;;0,25 m;;;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_44474818.jpg;
PL0464;Ligustrum ovalifolium;Liguster;;Oleaceae;Heesters;wit;;;7,8;;350 cm;zon,schaduw;leem,kalk;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Ligustrum ovalifolium 'Argenteum',Ligustrum ovalifolium 'Aureum'
PL0465;Ligustrum vulgare;Wilde liguster;;Oleaceae;;wit;roomwit;;6,7;;1-3 m;;leem;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 150-200 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Ligustrum vulgare 'Atrovirens'
PL0466;Limnanthes douglasii;;;Limnanthaceae;;;;;4,5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0467;Limonium latifolium;Zeelavendel;;Plumbaginaceae;Vaste planten;blauw;;;6,7,8;;60 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0468;Limonium perezii;;;Plumbaginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0469;Limonium vulgare;Lamsoor;;Plumbaginaceae;;paars,blauw;violetblauw;;6,7,8,9,10;;0,45 m;;;;;nectarleverancier;26-50 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0470;Linaria purpurea;;;Plantaginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0471;Linaria repens;;;Plantaginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0472;Linaria vulgaris;;;Plantaginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0473;Linum catharticum;;;Linaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0474;Linum usitatissimum;vlas;;Linaceae;;blauw,wit;;;6,7,8;;0,3-1 m;zon;leem;;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 151-200 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0475;Liquidambar styraciflua;Amberboom;;;Bomen;groen,geel;groengeel;;6;;30 m;zon;zand;zuur;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Liquidambar styraciflua 'Albomarginata',Liquidambar styraciflua 'Andrew Henson',Liquidambar styraciflua 'Anja',Liquidambar styraciflua 'Anneke',Liquidambar styraciflua 'Autumn Color Globe',Liquidambar styraciflua 'Burgundy',Liquidambar styraciflua 'De Bock',Liquidambar styraciflua 'Golden Sun',Liquidambar styraciflua 'Gum Ball',Liquidambar styraciflua 'Lane Roberts',Liquidambar styraciflua 'Moonbeam',Liquidambar styraciflua 'Palo Alto',Liquidambar styraciflua 'Parasol',Liquidambar styraciflua 'Pendula',Liquidambar styraciflua 'Silver King',Liquidambar styraciflua 'Slender Silhouette',Liquidambar styraciflua 'Stella',Liquidambar styraciflua 'Thea',Liquidambar styraciflua 'Variegata',Liquidambar styraciflua 'Worplesdon'
PL0476;Liriodendron tulipifera;Tulpenboom;;Magnoliaceae;Bomen;groen,geel;groengeel;;6,7;;25-40 m;halfschaduw;;neutraal;vochthoudend;nectar- en pollenleverancier;101-200 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_54146362.jpg;Liriodendron tulipifera 'Aureomarginatum',Liriodendron tulipifera 'Fastigiatum',Liriodendron tulipifera 'Roothaan'
PL0477;Lithodora diffusa;;;;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lithodora diffusa 'Heavenly Blue'
PL0478;Lithospermum arvense;;;Boraginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0479;Lithospermum diffusum;;;Boraginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0480;Lobelia fulgens;Prachtlobelia;;;;rood;;;8,9,10;;0,3-1 m;;leem;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Lobelia fulgens 'Queen Victoria'
PL0481;Lobularia maritima,Alyssum maritimum;;;Brassicaceae;Vaste planten;;;;7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0482;Lonicera brownii;Kamperfoelie;;Caprifoliaceae;Heesters;;;;6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lonicera brownii 'Dropmore Scarlet',Lonicera brownii 'Golden Trumpet'
PL0483;Lonicera caprifolium;Tuinkamperfoelie;;Caprifoliaceae;;wit,geel;witgeel;;6,7,8;;2-4 m;halfschaduw;zand,leem;;;nectar- en pollenleverancier;51-100 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_45051991.jpg;
PL0484;Lonicera fragrantissima;Kamperfoelie;;Caprifoliaceae;Heesters;wit;;;2,3;;150 cm;zon,schaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0485;Lonicera heckrottii;Kamperfoelie;;Caprifoliaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lonicera heckrottii 'American Beauty',Lonicera heckrottii 'Goldflame'
PL0486;Lonicera henryi;Kamperfoelie;;Caprifoliaceae;Heesters;rood;lilarood;;6,7,8;;400 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0487;Lonicera japonica;Kamperfoelie;;Caprifoliaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Lonicera japonica 'Halliana',Lonicera japonica 'Hall's Prolific'
